"ID","NAME","BALANCE"
294,"DELENA BOST",2791.63
296,"EDGAR NORTH",119125.46
301,"ERICA SHORTES",121472.81
305,"DANILO TITCH",181046.37
307,"LIBBY KRAUSS",123663.55
310,"ERASMO RIVIERA",128202.57
314,"KIRBY HONEYMAN",159629.5
318,"KRIS KRILL",21146.55
320,"SHAMIRA HAIR",36418.27
325,"TAYLOR CAUCHON",79306.68
327,"SHANE PUJIA",116035.26
329,"PINKIE DULAN",89179.13
333,"MURRAY VICARIO",68090.15
336,"THELMA KITTNER",16104.21
340,"SHANNAN MESEROLE",149415.37
342,"WALTER SCHMATZ",173067.15
346,"LECIA ALVINO",172679.5
349,"DEBBIE SAWBRIDGE",22767.7
351,"MARY KOSSEN",21322.79
355,"WOODROW POUNCY",189916.96
357,"ERIKA DUFFEY",129235.96
362,"FRED FONTAIN",5616.7
364,"LEZLIE ROSENTHALL",126373.13
368,"STEVEN BROWN",137556.89
370,"TIFFANIE KERSHNER",150072.01
375,"BARBARA KRUCKE",45958.33
377,"FRANCES ROPAC",26555.6
379,"OLIVER DAMOUR",7803.49
383,"ROSELINE FANTER",191270.13
385,"LUELLA PRAYTOR",37129.73
390,"LORITA KOENIG",155083.43
392,"LARISA OATHOUT",166172.01
394,"MARGIE OSPINA",50560.22
398,"PERRY SQUINES",50663.67
401,"PEARLENE LOFMAN",180753.25
405,"SABINE BONAGUIDI",105747.94
407,"BRYNN MCKALE",125224.04
412,"RUSTY NESLAND",57619.68
416,"ERDA SHEER",141793.17
418,"VERNON MORENCE",65854.43
422,"LAURICE KARL",135032.82
425,"LIDIA BEETS",110282.34
427,"SHAN DILTS",143214.76
431,"LAMAR SALAIS",94444.91
433,"LETHA KOSIR",8249.52
434,"SUZI LANGDALE",13446.62
435,"CASEY CHESTAND",171118.57
436,"DELIA NORTESANO",9915.97
437,"ARRON WACLAWSKI",183226
438,"BULA ESPERANZA",105762.28
439,"JULEE MEGINNES",123738.76
440,"JOSEPHINA WILSHUSEN",195832.69
441,"IRENE MOORE",189179.61
442,"SALENA WADSWORTH",105119.89
443,"EVELYN TORRES",187987.24
444,"LUCIANA SCHWARTZE",72496.03
446,"PAULINA KRETLOW",115587.39
447,"MARGARET VALLARTA",23627.38
448,"DARELL EASTMOND",181014.91
449,"KING PRESNELL",23343.17
450,"MICHAEL SMITH",3520.96
451,"PEGGIE UBALDO",139051.14
452,"CARL LEE",86330.28
454,"MACHELLE VANDEVSEN",136340.53
456,"ANGELO CARREON",180887.84
457,"WINNIFRED KEATS",68166.3
459,"SHANAE KEEMER",39612.04
460,"KELLAN YE",85104.83
462,"LESTER SACKS",189073.09
463,"ROSAURA GUILLOTTE",160174.87
465,"BEAU DEERMAN",114903.09
466,"PABLO CAVENEY",4716.75
468,"LUCIUS SANTUCCI",181799.01
469,"ROSEANN DEJARDEN",138309.44
471,"MABELLE BEASTON",174198.98
473,"CHAYA GRECZKOWSKI",39843.28
474,"GINO SKILLAN",85873.15
475,"SVETLANA WISELY",105815.59
477,"EDELMIRA WIDMAN",40811.44
479,"ALWIN ELLIOTT",38634.59
480,"BELINDA BARGER",198614.31
482,"DARCIE HAMM",4905.57
483,"TOMMY STOOR",188285.44
484,"PAULITA GASKILL",50173.83
486,"BEATRIS IRAHETA",20385.65
487,"NELLA RUPNICK",114607.12
489,"MICHELLE RAMIREZ",122523.98
490,"BECKY FALSETTI",52958.66
492,"OLEN VIRE",93596.02
493,"HISAKO BRANOT",172299.1
495,"CAMELLIA ARCHULETTA",25887.17
496,"HOBERT SIMMON",110735.79
498,"BART DETULLIO",113268.2
499,"SUZANN BEARS",169786.26
501,"BRITNEY GABLE",187421.69
502,"DOUGLAS FLORES",197726.37
503,"KIRK LAMOINE",123576.37
505,"SANDRA BASS",89294.11
506,"FLORINE MCPHAUL",44866.73
508,"JENNIFER COOPER",155852.45
509,"LANCE YEAKEL",166972.49
510,"GLADIS TREVEY",115705.48
512,"SHANICE VINTON",13380.44
513,"GRISELDA KUROHARA",119180.03
515,"KIMBRA DING",135178.67
516,"SCOTTY GOFFREDO",130302.93
518,"TIESHA CACACE",74782
519,"WINFRED SOHN",64659.62
520,"RUSSELL RIVERA",37427.08
522,"ANGEL SAKODA",64371.71
523,"ANNMARIE ESMAY",75395.04
525,"DARLEEN CASTEN",137771.46
527,"PAGE WHETZELL",53297.24
528,"FRANCIE HODES",33639.65
530,"JULIAN RUDACK",75601.85
531,"TERRIE MAGPURI",188849.45
533,"LOYD HUCKEBA",28458.32
534,"JANNETTE BABINO",162110.96
536,"RAYMOND BAILEY",34508.25
537,"DARLA JUNGLING",49672.3
539,"ELAINA HAGGLUND",6026.28
540,"MARSHALL LOWERY",13595.37
542,"ELA BISESI",94109.29
543,"HEATHER NIBERT",175791.66
545,"THERESA WALKNER",80756.14
546,"TOBIE MUDRA",191302.08
547,"WILFRED WELCH",23898.95
549,"NUS BIOLLIX",140619.17
551,"KINDRA EVERAGE",90446.8
555,"ANGELA GUGINO",51371.79
558,"KYLEE EDWADS",177539.92
562,"KITTY KOSINSKI",121314.01
564,"TWILA HILLIARD",125193.16
568,"TINA KOVALCHECK",176773.62
571,"MELISA BANDA",96626.12
575,"QUINN YERDON",120368.59
577,"ELANOR SHINSEL",53323.73
581,"KIRSTEN SKEA",195330.81
584,"OLENE KURZ",77816.45
588,"MONTY KINNAMON",47788.7
590,"MICHAEL MARKER",168752.34
594,"TERRELL STASSEN",141104.95
599,"LOVIE RITACCO",145349.88
601,"CHERYL YOUNG",168791.3
605,"ROSAMOND TOTTER",79031.1
608,"BEVERLY POYNTER",138231.57
612,"EPIFANIA URBACH",99193.99
614,"PENNEY PENTON",92266.39
616,"PEARLINE WEINBAUER",78390.64
621,"SORAYA TYSARCZYK",1360.12
623,"ADELINE IANNOTTI",84911.45
627,"GLENN MCGRAFF",120683.16
629,"VICTOR ACKEN",110163.47
634,"ISIDRO HARD",26170.86
636,"LUTHER ARDINGER",138884.58
640,"TY FLOURNAY",122743.73
642,"YURIKO STINSER",169940.89
644,"WILLIAM SCHLEISS",105983.44
649,"ROSARIA SIDLES",8926.19
651,"MARVELLA SALEMI",13807.59
655,"GREGORIA RAMOTAR",23580.36
657,"FRANK PEREZ",10456.36
662,"WILLY SIPPLE",132407.03
664,"LOLA WHITLEY",167597.26
666,"CARMELLA AVALOS",127007.73
670,"CAROL ALEXANDER",130798.09
675,"GWENDOLYN PLOWDEN",189503.36
677,"MARY BARNES",33213.72
679,"ROSALINE ANGE",144275.3
683,"GIOVANNI HELBERT",3583.8
686,"ANDREW SCHIEFERSTEIN",88145.5
690,"ELIN SEIDEL",181437.57
692,"SABINA KENNEMUTH",64916.74
696,"LANI WINWARD",163387.21
699,"GISELA COSTELLO",137311.89
703,"CESAR TIGERT",16701.04
705,"JUSTIN MCCALLISTER",199329.85
710,"HOMER TRIGILLO",138693.23
712,"BUNNY OGINSKI",186440.63
716,"MARTHA BAKER",152624.5
718,"KYLA DEVICH",159057.48
723,"LAREE SHAGGY",63931.65
725,"CLORINDA MATALKA",89387.46
727,"JUSTIN KING",99444.91
731,"SHANEL WICHROWSKI",66791.26
733,"MADALENE WEAVERS",19274.13
738,"MACKENZIE AUCTER",21231.06
740,"MARC DOMANSKI",28354.1
744,"TOBI HEIDE",9794.99
746,"SHAWN SORENSON",64958.46
749,"DANIA GRIZZARD",123643.89
753,"ANDREW SCHIEFERSTEIN",114216.36
755,"CAROLYN WOOD",116918.33
759,"BUDDY GLANTON",187560.47
764,"TYRELL ZUELKE",69370.65
766,"TISH STAPLETON",127223.76
770,"TOBIE MUDRA",30408.63
772,"CLIFTON FALLDORF",134542.09
775,"MARTIN MUSULIN",193912.79
779,"TOCCARA KONWINSKI",147653.98
781,"LUCIENNE BINSFELD",63423.87
785,"ANGELO CARREON",86065.22
788,"FINIAN PARK",13414.02
792,"COLBY SANAGUSTIN",116381.44
794,"FRANCIE HODES",88948.28
798,"GLADYS LAUGHERY",11066.56
801,"GREGORIA RAMOTAR",32754.54
805,"VIRGIE BREEDEN",109276.56
807,"JAMES WILLIAMS",6387.84
809,"KIRSTEN SKEA",55852.4
814,"PAULINA KRETLOW",105910.21
818,"TASHA COBB",94121.99
820,"DANNA LUSE",135618.04
822,"BEVERLY HUGHES",133519.37
827,"JULEE MEGINNES",157992.9
831,"ENRIQUE SOUTHCOTT",55811.29
833,"CAMI KIRKWOOD",58240.6
838,"YURIKO STINSER",189366.11
840,"YVONNE APPLEMAN",38545.63
842,"DELIA NORTESANO",57844.44
846,"BARBARA KRUCKE",47098.89
848,"PERRY SQUINES",51404.7
853,"YURI BURGHARD",105239.35
855,"LUIS POTHOVEN",1115.13
859,"TWYLA POSTEL",144635.54
284,"GIUSEPPE LARAMEE",163263.1
650,"GILLIAN MAURIN",30889.55
652,"DARIO HOUSMAN",75925.03
654,"BEATA LADIEU",156298.43
656,"NOELLE HOWZE",147995.02
658,"KAIJA CRAWFORD",23492.93
659,"LAKITA BJORNSON",123206.18
661,"GLADYS HOMRICH",195416.88
663,"GOLDIE YUSKA",62172.22
665,"GRAZYNA WIEDYK",116802.86
667,"KIRSTIE ROTMAN",156301.75
669,"LANI SALADA",21345.76
671,"BUFFY MELEN",165845.91
672,"WILMER LARRIER",163828
674,"PETER JONES",73536.42
676,"WINDY BOSAK",151905.7
678,"GUDRUN SNATER",98635.49
680,"KAYLENE LUSCO",3465.27
682,"RYANN ROSENKOETTER",121564.47
684,"DANNIELLE CONFORTO",103074.14
685,"ANNA MURPHY",75431.33
687,"TWYLA POSTEL",51859.65
689,"FRANCESCO ELLAND",52474.19
691,"RALPH FOSTER",154718.51
693,"JEREMY HOWARD",135947.18
695,"HEE STANALAND",72499.26
697,"ROBERT SIMMONS",197879.6
698,"LETISHA CACCIA",137893.89
700,"YVONNE APPLEMAN",192200.05
702,"MARYA RASO",125037.37
704,"EVA OGATIUS",150923.39
706,"PIEDAD HALPAINY",19115.51
708,"ROBERTO SIPAIA",105401.29
709,"PALMER VANDERMARK",181735.24
711,"CHET GERVIN",43329.54
713,"YVONE KELTT",42117.01
715,"MARGARETTE MIZWICKI",159010.97
717,"NORMAN LOBREGAT",56725.55
719,"LORIS THIBADEAU",134411.22
721,"DAISY LIDDICOAT",20165.13
722,"SAM RUEB",66388.75
724,"MARGO ALLEMOND",12113.04
726,"KIP BIGNELL",79486.36
728,"JAMISON SCROBOLA",148698.29
730,"SHANTAY RELIC",153194.12
732,"NOLAN ILLE",111982.06
734,"SARAH FLOOK",9750.15
735,"ANNICE MCCROSSEN",136972.55
737,"SHANTEL GEBHART",50464.16
739,"LUCILA HECK",172869.18
741,"LUIS POTHOVEN",89987.18
743,"JANEY FORNELL",180570.68
745,"HONG CHARTER",52874.79
747,"CHI MCWHORTER",68235
748,"BAILEY MAZANEC",99354.06
750,"GREGORY SANCHEZ",99210.29
752,"LAI KURTICH",103288.81
754,"DARIO HOUSMAN",73804.63
756,"POLLY BETRAN",94192.33
758,"CARTER SACARELLO",140195.08
760,"MARSHALL LOWERY",148430.31
761,"SANDY HEFFREN",74129.57
763,"CHADWICK HENSCHEID",14532.39
765,"FLORINE MCPHAUL",167473.51
767,"CESAR TIGERT",98538.11
769,"LIBBIE RISHER",199531.29
771,"FLORIDA GILLIAND",63362.77
773,"PAMELA GONZALEZ",124856.89
774,"LANELL FLORCZAK",20553.56
776,"KYLEE EDWADS",7947.64
778,"WILLIE CUNNINGHAM",171970.83
780,"GWENDOLYN GALINDO",164924.24
782,"MARYANN CHAMP",15478.31
784,"DARREL OYSTER",1050.83
786,"MARGET MUEHL",51772.44
787,"GITA DOBBS",28625.45
789,"OLENE KURZ",163741.72
791,"THEODORA BEAVIN",62124.35
793,"MARYALICE EVERS",91691.07
795,"LUCILA HECK",186311.35
797,"NANCY HALL",45368.44
799,"TODD SARTORIO",87866.79
800,"TOBI HEIDE",118464.58
802,"KAIJA CRAWFORD",45074.85
804,"FRANK PEREZ",193172.38
806,"RAYFORD SALLEY",50277.46
808,"TWILA HILLIARD",118225.8
810,"TOMASA OROUKE",8690.1
811,"LANDON NEVILLE",55539.88
813,"DARCY PAPEN",137421.87
815,"KRIS KRILL",182212.09
817,"LISA WILLIVER",107441.28
819,"CHAYA GRECZKOWSKI",130755.13
821,"JULI PODESTA",148843.61
823,"LATORIA SIPRASOEUTH",187538.64
824,"EVELYN TORRES",164826.86
826,"WITNEY ROCKWELL",11644.34
828,"CORNELL PRATICO",142749.14
830,"JOSH SLOMER",73555.19
832,"WYNONA TENDA",173647.68
834,"PAM DOMINIS",119829.71
836,"SVETLANA WISELY",181620.98
837,"ELA BISESI",101896.8
839,"THERESIA DULEY",65842.48
841,"ELDON LANNON",173820.01
843,"NORENE PENSKY",141659.63
845,"JADA STEHR",9196.14
847,"DEBORAH TAYLOR",16616.52
849,"SHANDI COATLEY",130259.36
850,"GARY JENKINS",190945.13
852,"YVETTE ESTIMABLE",85521.64
854,"LLOYD SHACKLEY",148557.25
856,"SVETLANA MAZELLA",161571.43
858,"ANTON MEW",12656.92
860,"ERDA SHEER",185169.93
980,"GUILLERMO REMSBURG",141602.69
981,"BEATA LADIEU",124307.03
983,"BARABARA SUDERS",132658.19
985,"BRODERICK FAUR",176063.62
987,"GIOVANNI HELBERT",153977.99
989,"RUFUS MORAIS",136953.17
991,"LETTY HARIS",45574.87
993,"FLORETTA CATLIN",32298.18
994,"QUINN YERDON",151208.69
996,"CELINDA MONK",156691.26
998,"CARLOTTA ACHENBACH",159509.48
1000,"BEAU DEERMAN",129751.1
3,"HORACIO RAINBOLT",27022.66
445,"STACEY ENGELSMAN",143699.97
25,"PAMALA MCDEWITT",129247.62
28,"TERESA HORVATH",198535.77
31,"DONNA PERRINE",95379.04
34,"RYAN MONTORI",119165.87
37,"TIM BLASINGIM",86228.51
40,"GWEN CAKE",18126.14
285,"SHIRA AROCHO",125227.63
287,"NORENE PENSKY",2273.13
289,"TRENTON STOERMER",83571.43
291,"GITA DOBBS",43745.34
293,"JOSELYN MAU",193487.87
295,"BRYANT FOK",52153.84
297,"ELAINE MONCURE",19188.46
298,"LANDON NEVILLE",29526.42
300,"JOSHUA NELSON",127560.73
302,"JOSH SLOMER",61591.37
304,"FRAN SIBBALD",123431.74
306,"PERRY MCCALMAN",41222.59
308,"SYLVESTER KISTER",3747.44
309,"JAIME GREYOVICH",157147.36
311,"RUTH GRAHAM",17111.31
313,"ELBA MCELDERRY",149978.8
315,"JOSEPH WILKE",167382.03
317,"GWENDOLYN GALINDO",49043.98
319,"BARBAR FIDEL",55062.17
321,"ISSAC STSAUVEUR",81501.81
322,"JONELL PECATOSTE",163602.27
324,"JEFFREY HALLSTEAD",118804.85
326,"PAIGE VANDERHORST",148497.51
328,"PATRICIA RUGGIERO",188224.01
330,"DARRICK LEAVENWORTH",105753.38
332,"KIT FURGESON",124856.37
334,"JULI PODESTA",76520.98
335,"TRACY MCBRIDE",141130.47
337,"NOVELLA SHACKLETON",31647.9
339,"JOSE BRENTSON",92765.15
341,"THERESE ZAESKE",117519.99
343,"YVETTE ESTIMABLE",66887.27
345,"TAMMY BRYANT",11369.28
347,"ANNEMARIE PINCKNEY",100087.96
348,"JEWEL CLIPPARD",173904.7
350,"NANCY HALL",184433.01
352,"INEZ YAMNITZ",137575.48
354,"ROSALYN WANVIG",167645.71
356,"SYLVESTER GLAWSON",190997.85
358,"EMMETT GOLZ",140117.65
360,"ROB KEMPT",46761.31
361,"GARY BARTON",65034.44
363,"JADA STEHR",165429.63
365,"KUM ROME",136305.64
367,"DARRON COMPO",133210.99
369,"LUDIVINA FRIIS",170989.31
371,"BASIL OURSLER",86931.97
373,"JESSIKA DOORN",12956.9
374,"SUZANNE GITTO",81242.17
376,"JONIE DANAHER",6270.86
378,"TOMIKO LANDFAIR",38193.08
380,"KITTIE WOLSKE",123111.75
382,"MARGE WAKEHAM",48555.96
384,"REYES PACZKOWSKI",175420.18
386,"ANDREA JAMES",131923.99
387,"ANTONIA MCLACHLAN",30981.01
389,"DARIA HEARE",127029.51
391,"ELOISE BURTON",159992.42
393,"OLEVIA HOE",184775.81
395,"PEDRO AENLO",25135.78
397,"SYBLE RADIN",144818.99
399,"PARTICIA SUKHU",136608.45
400,"FLORENCIA KOHLER",96313.69
402,"WARD STEPNEY",138830.01
404,"SABRA FRIEDRICHS",161579.33
406,"JACKLYN NISKALA",97336.44
408,"BEBE BROADWELL",25655.61
410,"JEAN PATTERSON",141222.92
411,"MARYALICE EVERS",124793.08
413,"PORTER GRETH",8109.17
415,"RAYFORD SALLEY",90096.45
417,"ENRIQUE SOUTHCOTT",14143.34
419,"LETTIE VERD",113978.43
421,"PARKER MOREL",20491.8
423,"LONNIE COLBY",17807.45
424,"ISRAEL BENDLAGE",96813.26
426,"LATORIA SIPRASOEUTH",89794.16
428,"CAROL METRICK",35429.49
430,"BUCK CAMPION",1180.92
432,"THEO HEITNER",186895.55
550,"ADAM STADER",131027.23
552,"DANICA RIOGAS",114614.06
554,"THEODORA BEAVIN",64242.23
556,"GLEN GODINEZ",80103.87
557,"MOHAMMAD CERVANTES",68185.33
559,"CLAIR MALDONADO",49443.99
561,"STANFORD KUHLMEY",97768.29
563,"BENEDICT LAVERY",138298.79
565,"EILEEN MILLOTT",60080.38
567,"GORDON MARKE",158680.51
569,"EDUARDO FLIGNIA",9568.79
570,"MICHAEL KIM",82394.47
572,"TREY GORHAM",104254.17
574,"JERALDINE AUDET",87311.55
576,"CODI SIMISON",78947.66
578,"SHANITA REISMAN",8340.65
580,"BUDDY GLANTON",162270.89
582,"OLIMPIA KARPIAK",190985.24
583,"PATTI CHIEFFO",77528.56
585,"BELVA OLD",58004.08
587,"COLBY SANAGUSTIN",178998.48
589,"NORAH ROMPF",176928.42
591,"PAULETTE BYRD",27000.25
593,"TILDA PERNICIARO",195120.61
595,"HORACE KAMINER",26662.67
596,"DARCI GLASSNER",55900.54
598,"TIFFANEY BOZOVICH",19925.02
600,"ELDON LANNON",138250.13
602,"MARGET MUEHL",10849.67
604,"GRETA SVATEK",133004.92
606,"SUSY WEDLOW",17876.57
607,"GLENDORA DOCKUM",58056.75
609,"PHEBE TENSLEY",74606.48
611,"DAPHINE ELFRINK",49018.04
613,"FINIAN PARK",105139.65
615,"GUSSIE KHILLING",13004.32
617,"JONAH BURLAND",185952.45
619,"RUDOLPH BEKERMAN",193981.99
620,"EMILIO SESSAIA",77128.81
622,"FELIX AUVACIA",21659.71
624,"ALEX LOERA",56016.96
626,"EDA FAIGLEY",35124.4
628,"NANCI BUNT",23617.4
630,"EDITH MONTBRIAND",29047.26
632,"PORSCHE SHIPPEE",95320.73
633,"ADAM MILLER",168944.12
635,"TOMI KALLAND",22383.99
637,"GENE MCGINNIS",76249.33
639,"JADWIGA PINCUS",11477.05
641,"GISELE LIMTHONG",95236.02
643,"CELIA SCOTHORN",154717.35
645,"LUANA BERENDS",68792.65
646,"DEDE BUNDY",12357.92
648,"MARTINE FORBS",28081.18
861,"FRANCES ROPAC",182016.16
862,"HEIDY ROCKELMAN",157589.91
863,"CHERYL YOUNG",170414.61
864,"RUTHIE GERLACH",84067.26
865,"JARROD SEIDMAN",18354
866,"ERIKA DUFFEY",78935
867,"MADALENE WEAVERS",182348.91
868,"JUDITH ECKL",115544.86
869,"ELIN SEIDEL",196255.55
870,"OSCAR MOYE",134586.86
871,"IRENE MOORE",7698.56
872,"ANGEL SAKODA",114608.45
873,"JON FOTE",95298.8
874,"ROSEANNE LANTGEN",90206.63
875,"MICHAEL MARKER",81293.54
876,"BARRETT HAYFORD",155976.48
877,"VINCENT HIBBERD",29900.37
878,"CARLOS MAZA",18287.85
880,"AUGUST RUPEL",101045.97
881,"NANCI BUNT",86951.34
883,"JULIAN RUDACK",145872.55
884,"KIRK LAMOINE",49284.25
885,"LAURICE KARL",71369.94
887,"PARKER MOREL",151036.57
888,"JONELLE DENICE",174542.37
890,"CLINTON BJERKE",23107.59
891,"JONNIE SPELLANE",160986.1
892,"KIMBRA DING",199792.74
894,"AYANA BARKHURST",45021.09
895,"JOSELYN MAU",132985.31
896,"LEZLIE ROSENTHALL",123393.65
898,"HORACE KAMINER",168301.37
899,"PIA STAPF",109526.85
901,"ROSALYN WANVIG",156146.58
902,"HOLLIS JONDAHL",63615.53
904,"LECIA ALVINO",118816.2
905,"LONNIE COLBY",119153.9
907,"KIRA BREST",124920.6
908,"PORSCHE SHIPPEE",52184.36
910,"BELLA OSTERFELD",37486.71
911,"DARCEL IGUS",196182
913,"LETHA KOSIR",143011.87
914,"PERCY SHUMSKI",158130.47
916,"ALEX BINETTE",53386.1
917,"NOVELLA SHACKLETON",195529.63
919,"JOLIE MICALIZZI",58609.64
920,"KIRSTIN MECKLER",25296.78
922,"DAREN BRAVARD",143335.02
923,"KIT FURGESON",115337.61
925,"HARRIET AUXUS",179507.96
926,"MARYANNE KARRO",140583.87
927,"PAMALA MCDEWITT",38002.1
929,"JUDSON KANTZ",58508
930,"PATRICIA RUGGIERO",190720.4
932,"ALEX LOERA",185946.95
933,"AUGUST AROURI",81803.39
934,"RUSSELL RIVERA",175642.51
936,"LEON SCHOEPFER",6105.24
937,"ERASMO RIVIERA",50833.5
939,"JANYCE DAIGNAULT",101368.62
941,"DAISY LIDDICOAT",75426.44
942,"ELAINA HAGGLUND",147218.57
943,"SALENA WADSWORTH",16211.07
945,"SANDRA BENNETT",181138.06
947,"ROSEANN DEJARDEN",53178.85
948,"DEAN BOLLICH",11176.3
950,"NUS BIOLLIX",191494.95
951,"VERNITA KULIK",148590.43
953,"SHANNAN MESEROLE",111636.39
954,"CARL LEE",24864.46
956,"ISRAEL BENDLAGE",135654.55
957,"DANILO TITCH",4199.4
958,"PINKIE DULAN",187534.96
960,"GLADYS HOMRICH",177561.9
961,"LESTER SACKS",167234.69
963,"JENNIFER COOPER",38131.32
964,"MARY KOSSEN",176140.58
966,"TREY GORHAM",16044.18
967,"CELIA SCOTHORN",47673.94
968,"LEXIE MAGEE",193745.37
970,"KIMI SHIIBA",178534.05
972,"MICHELLE RAMIREZ",70956.07
973,"LOYD HUCKEBA",68669.75
975,"BUNNY OGINSKI",175151.43
976,"DANIEL STRONG",83080.65
977,"MARGO ALLEMOND",181486.56
979,"ELIZABETH MARTINEZ",22978.52
982,"OLEVIA HOE",145880.24
986,"SHALON JOHAL",186492.54
990,"WONDA RIEXINGER",170044.4
